rise,set,phase offset,moon,phase,trigmoon,,
11/22/2018 06:55 AM,11/22/2018 05:53 PM,1,0.0333,16,0.1,,
11/23/2018 06:56 AM,11/23/2018 05:53 PM,2,0.0667,17,0.1,,
11/24/2018 06:56 AM,11/24/2018 05:53 PM,3,0.1,18,0.1,,
11/25/2018 06:57 AM,11/25/2018 05:53 PM,4,0.1333,19,0.1,,
11/26/2018 06:58 AM,11/26/2018 05:53 PM,5,0.1667,20,0.1,,
11/27/2018 06:58 AM,11/27/2018 05:53 PM,6,0.2,21,0.1,,
11/28/2018 06:59 AM,11/28/2018 05:53 PM,7,0.2333,22,0.1,,
11/29/2018 07:00 AM,11/29/2018 05:53 PM,8,0.2667,23,0.1,,
11/30/2018 07:00 AM,11/30/2018 05:53 PM,9,0.3,24,0.1,,
12/01/2018 07:01 AM,12/01/2018 05:53 PM,10,0.3333,25,0.1,,
12/02/2018 07:02 AM,12/02/2018 05:53 PM,11,0.3667,26,0.1,,
12/03/2018 07:02 AM,12/03/2018 05:54 PM,12,0.4,27,0.1,,
12/04/2018 07:03 AM,12/04/2018 05:54 PM,13,0.4333,28,0.1,,
12/05/2018 07:04 AM,12/05/2018 05:54 PM,14,0.4667,29,0.1,,
12/06/2018 07:04 AM,12/06/2018 05:54 PM,15,0.5333,30,0.1,,
12/07/2018 07:05 AM,12/07/2018 05:54 PM,16,0.5667,1,0.1,,
12/08/2018 07:05 AM,12/08/2018 05:55 PM,17,0.6,2,0.1,,
12/09/2018 07:06 AM,12/09/2018 05:55 PM,18,0.6333,3,0.1,,
12/10/2018 07:07 AM,12/10/2018 05:55 PM,19,0.6667,4,0.1,,
12/11/2018 07:07 AM,12/11/2018 05:55 PM,20,0.7,5,0.1,,
12/12/2018 07:08 AM,12/12/2018 05:56 PM,21,0.7333,6,0.1,,
12/13/2018 07:09 AM,12/13/2018 05:56 PM,22,0.7667,7,0.1,,
12/14/2018 07:09 AM,12/14/2018 05:57 PM,23,0.8,8,0.1,,
12/15/2018 07:10 AM,12/15/2018 05:57 PM,24,0.8333,9,0.1,,
12/16/2018 07:10 AM,12/16/2018 05:57 PM,25,0.8667,10,0.1,,
12/17/2018 07:11 AM,12/17/2018 05:58 PM,26,0.9,11,0.1,,
12/18/2018 07:11 AM,12/18/2018 05:58 PM,27,0.9333,12,0.1,,
12/19/2018 07:12 AM,12/19/2018 05:59 PM,28,0.9667,13,0.1,,
12/20/2018 07:12 AM,12/20/2018 05:59 PM,29,1,14,0.1,,
12/21/2018 07:13 AM,12/21/2018 06:00 PM,30,0.0333,15,0.1,,
12/22/2018 07:13 AM,12/22/2018 06:00 PM,1,0.0667,16,0.1,,
12/23/2018 07:14 AM,12/23/2018 06:01 PM,2,0.1,17,0.1,,
12/24/2018 07:14 AM,12/24/2018 06:01 PM,3,0.1333,18,0.1,,
12/25/2018 07:15 AM,12/25/2018 06:02 PM,4,0.1667,19,0.1,,
12/26/2018 07:15 AM,12/26/2018 06:02 PM,5,0.2,20,0.1,,
12/27/2018 07:16 AM,12/27/2018 06:03 PM,6,0.2333,21,0.1,,
12/28/2018 07:16 AM,12/28/2018 06:03 PM,7,0.2667,22,0.1,,
12/29/2018 07:16 AM,12/29/2018 06:04 PM,8,0.3,23,0.1,,
12/30/2018 07:17 AM,12/30/2018 06:05 PM,9,0.3333,24,0.1,,
12/31/2018 07:17 AM,12/31/2018 06:05 PM,10,0.3667,25,0.1,,
01/01/2019 07:17 AM,01/01/2019 06:06 PM,11,0.4,26,0.1,,
01/02/2019 07:18 AM,01/02/2019 06:07 PM,12,0.4333,27,0.1,,
01/03/2019 07:18 AM,01/03/2019 06:07 PM,13,0.4667,28,0.1,,
01/04/2019 07:18 AM,01/04/2019 06:08 PM,14,0.5,29,0.1,,
01/05/2019 07:19 AM,01/05/2019 06:09 PM,15,0.5333,30,0.1,,
